0	0.0000000000
1	0.0000000000
2	0.0000000000
3	0.0000000000
4	0.0000000000
5	0.0000000000
6	0.0000000000
7	0.0000000000
8	0.0000000000
9	0.0000000000
10	0.0000000000
11	0.0000000000
12	0.0000000000
13	0.0363636364
14	0.0483870968
15	0.0000000000
16	0.0000000000
17	0.0000000000
18	0.0434782609
19	0.0000000000
20	0.1428571429
21	0.0000000000
22	0.0000000000
23	0.0000000000
24	0.0000000000
25	0.0000000000
26	0.0000000000
27	0.0000000000
28	0.0000000000
29	0.0000000000
30	0.0000000000
31	0.0000000000
32	0.0000000000
33	0.0000000000
34	0.0000000000
35	0.0000000000
36	0.0000000000
37	0.0000000000
38	0.0000000000
39	0.0000000000
40	0.0000000000
41	0.0000000000
42	0.0000000000
43	0.0000000000
44	0.0000000000
46	0.0000000000
47	0.0000000000
48	0.0000000000
49	0.0000000000
50	0.0000000000
40 25 31	0.0882352941
38 9 0	0.1260162602
38 37 0	0.1164021164
39 34 26	0.0501930502
25 34 8	0.0679012346
5 38	0.0578512397
9 14	0.1190476190
34 16	0.0395778364
8 35	0.0595238095
1 38 26	0.0622406639
10 33	0.1666666667
10 31	0.0121212121
1 38 5	0.0366972477
6 0	0.0410958904
16 34	0.0655339806
10 43	0.1500000000
41 9	0.0743034056
38 42 36	0.0090090090
39 33 14	0.0579150579
40 41 25	0.0288461538
7 31	0.0429184549
2 4 8	0.1428571429
41 12	0.0691823899
26 8	0.1354166667
33 36	0.0454545455
6 4 14	0.0486486486
6 32	0.0751445087
8 5	0.0674157303
9 31	0.0169491525
45 6 41	0.0120481928
9 12 33	0.0925925926
6 18 16	0.0245098039
16 0	0.1487603306
14 25	0.0800000000
5 43	0.0588235294
13 26	0.0930232558
41 4 31	0.0182767624
10 33 5	0.1030927835
1 8 5	0.0866666667
5 27	0.0163934426
1 28	0.0408163265
38 26	0.0518518519
9 4 0	0.2000000000
39 5	0.0439024390
39 26	0.0213903743
8 23 14	0.0434782609
8 28 13	0.0581395349
38 1	0.0952380952
25 32 13	0.0573770492
1 39 0	0.1266149871
1 0 39	0.0398773006
16 1 19	0.0478087649
9 2 0	0.2043010753
16 0 26	0.0659062104
30 43	0.1011235955
5 6 37	0.0275590551
5 18	0.0806451613
7 4 32	0.0652173913
9 16	0.0265957447
13 41 31	0.0254629630
45 5	0.0333333333
6 0 26	0.0904522613
41 32	0.0646766169
39 36 0	0.0763636364
40 14 19	0.1237113402
33 36 30	0.0785714286
43 17	0.0370370370
25 41	0.0912280702
16 16 43	0.0859538784
10 18 5	0.0985915493
43 43 27	0.0232558140
39 41 45	0.3545816733
30 33	0.0625000000
39 0	0.1750000000
14 5 0	0.0795454545
16 7 5	0.0734265734
9 41 30	0.0983333333
8 9 37	0.0364963504
13 5 1	0.0495867769
40 14 1	0.0507246377
45 9 0	0.2754237288
41 37	0.0413793103
5 13	0.0761904762
38 26 11	0.0346320346
9 8 34	0.0772946860
6 11 34	0.0608695652
5 10 31	0.0084175084
2 30	0.0370370370
5 45 5	0.0757575758
16 32 30	0.0425000000
7 31 30	0.0575396825
9 41	0.0679245283
9 27 19	0.0909090909
2 35 26	0.0722891566
25 41 11	0.0513918630
5 25 14	0.0699300699
2 11 35	0.0465116279
9 10 31	0.0166666667
45 3 38	0.0158730159
5 20	0.0789473684
5 28 5	0.0307692308
5 39 26	0.0273437500
25 16	0.0272727273
41 11 34	0.0646067416
39 7 35	0.0353846154
25 34 14	0.0140186916
16 32 11	0.0772200772
16 10 37	0.0292682927
39 41 28	0.0357675112
38 43 8	0.0400000000
2 37 34	0.1000000000
16 18 39	0.0253456221
33 17 5	0.0291262136
13 41 41	0.0456692913
39 34	0.0757575758
9 41 17	0.0178571429
40 12 16	0.0361445783
34 31	0.0347826087
30 14 9	0.0758426966
25 34 45	0.4020618557
9 6 36	0.0195312500
40 39 34	0.0892857143
2 42 5	0.0645161290
25 27 34	0.0833333333
9 18 44	0.0294117647
7 28 0	0.1050228311
9 7 27	0.0289855072
38 5	0.0465116279
25 43 9	0.0305343511
30 32 14	0.0841750842
16 9 1	0.0892857143
41 41 43	0.0726256983
10 8	0.1311475410
5 39 9	0.0224089636
25 27 0	0.2500000000
30 33 17	0.0347826087
33 35	0.0534351145
43 26	0.0294117647
9 31 5	0.0524344569
9 16 26	0.0584795322
14 16 20	0.0729166667
14 9	0.0797101449
30 18	0.0824742268
10 12 31	0.0480000000
1 38 30	0.0385964912
11 8	0.0117647059
34 27 12	0.0168067227
9 13 34	0.1024930748
45 38 31	0.0476190476
16 26 0	0.1649831650
41 12 5	0.0598503741
30 10 31	0.0173611111
10 13	0.0810810811
33 5	0.0530973451
30 8	0.0576923077
16 9 30	0.0558823529
6 3 16	0.0330033003
19 33 18	0.0151515152
45 30 26	0.1223404255
19 41 31	0.0038910506
9 27 34	0.0675105485
16 10 0	0.1079545455
11 41 34	0.0557768924
8 9 9	0.0733944954
45 37 37	0.0422535211
19 26	0.0089285714
25 39 0	0.0763888889
39 1 17	0.0123456790
9 33 0	0.1478260870
8 41 14	0.0648148148
11 29 30	0.0517241379
5 18 26	0.0800000000
5 34 16	0.0306469921
11 5 13	0.0962962963
16 36 9	0.0493273543
1 14	0.0204081633
30 31 19	0.1333333333
16 2 41	0.0560578662
10 8 26	0.0628571429
39 10 0	0.0945273632
9 10 16	0.0242914980
8 28 38	0.1250000000
40 1 38	0.0588235294
6 34	0.0314960630
10 9 16	0.0530973451
16 10 34	0.0333333333
45 30	0.0265486726
30 39 32	0.0653846154
16 37 26	0.0210970464
33 32 9	0.1161048689
38 30 1	0.1339285714
34 7 31	0.0213333333
25 18 25	0.0869565217
25 42 16	0.0551724138
30 33 5	0.1061643836
11 16 34	0.0400000000
14 38 14	0.0337078652
16 25	0.0215827338
2 28 31	0.0396825397
38 30	0.0460526316
41 15 0	0.1454545455
39 18 39	0.0348101266
16 33 14	0.0674603175
16 31 16	0.0116414435
9 39 34	0.0584958217
26 30 33	0.0502793296
37 14 26	0.0793103448
5 26 8	0.1222222222
16 11 32	0.0113636364
16 2 16	0.0393518519
38 8 13	0.1449275362
5 31 12	0.0288065844
25 4 9	0.0542635659
2 17 11	0.0833333333
30 35 45	0.4117647059
16 30 0	0.1698630137
16 1 25	0.0350194553
45 12 32	0.0410958904
10 41 34	0.0982142857
39 30 25	0.0252808989
0 9 18	0.0578034682
39 30	0.0086580087
14 19	0.0317460317
39 1	0.0232558140
20 1	0.0857142857
39 3 8	0.0052083333
8 1	0.0877192982
45 33 27	0.0256410256
9 39 19	0.0250000000
39 37 41	0.0035211268
39 9	0.0406779661
36 14	0.0116279070
26 0 39	0.0269865067
18 30	0.0545454545
14 5 12	0.0110497238
34 41	0.0691056911
7 41	0.0782608696
10 2 5	0.0506329114
7 29 37	0.0393700787
39 32	0.0245901639
41 34 30	0.0527577938
18 9 19	0.0459770115
20 30	0.1044776119
34 5 41	0.0644699140
0 39 41	0.0010373444
34 34 8	0.0273224044
0 16	0.0384615385
14 41 38	0.0147601476
14 44	0.0454545455
41 30 9	0.0624048706
16 25 30	0.0738461538
39 30 30	0.0142857143
