0	0.0263157895
1	0.0000000000
2	0.0000000000
3	0.0000000000
4	0.0000000000
5	0.0000000000
6	0.0000000000
7	0.0000000000
8	0.0000000000
9	0.0000000000
10	0.0000000000
11	0.0000000000
12	0.0000000000
13	0.0000000000
14	0.0000000000
15	0.0000000000
16	0.0000000000
17	0.0000000000
18	0.0000000000
19	0.0000000000
20	0.0000000000
21	0.0000000000
22	0.0000000000
23	0.0000000000
24	0.0000000000
25	0.0000000000
26	0.0000000000
27	0.0000000000
28	0.0000000000
29	0.0000000000
30	0.0000000000
31	0.0000000000
32	0.0000000000
33	0.0000000000
34	0.0000000000
35	0.0000000000
36	0.0000000000
37	0.0000000000
38	0.0000000000
40	0.0000000000
41	0.0000000000
42	0.0000000000
43	0.0000000000
44	0.0000000000
45	0.0000000000
46	0.0000000000
47	0.0000000000
48	0.0000000000
49	0.0000000000
50	0.0000000000
51	0.0000000000
52	0.0000000000
53	0.0000000000
54	0.0000000000
55	0.0000000000
56	0.0000000000
57	0.0000000000
58	0.0000000000
59	0.0000000000
60	0.0000000000
61	0.0000000000
62	0.0000000000
63	0.0000000000
64	0.0000000000
65	0.0000000000
66	0.0000000000
67	0.0000000000
68	0.0000000000
69	0.0000000000
70	0.0000000000
71	0.0000000000
72	0.0000000000
73	0.0000000000
74	0.0000000000
75	0.0000000000
76	0.0000000000
77	0.0000000000
78	0.0000000000
79	0.0000000000
80	0.0000000000
81	0.0000000000
82	0.0000000000
83	0.0000000000
84	0.0000000000
85	0.0000000000
86	0.0000000000
87	0.0000000000
88	0.0000000000
89	0.1666666667
90	0.0000000000
91	0.0000000000
92	0.0000000000
0 10	0.1228070175
0 47 66	0.0429362881
48 39	0.1666666667
0 66	0.0376344086
0 0 66	0.0473933649
0 13 10	0.1528662420
0 53 66	0.0601719198
0 11 66	0.0334572491
0 11 10	0.1617647059
0 49 10	0.1630901288
61 21 66	0.0400000000
61 3 66	0.0495867769
61 7 10	0.1428571429
10 75 18	0.0273972603
48 63 10	0.1250000000
0 15 10	0.0833333333
0 7 66	0.0367647059
17 46 39	0.3750000000
0 15 39	0.2857142857
0 6 10	0.1470588235
61 56 33	0.3750000000
17 59 10	0.1595092025
0 53 10	0.1724137931
0 2 66	0.0631578947
0 3 10	0.1453744493
48 0 66	0.0549450549
0 49 79	0.7058823529
17 49 10	0.1270718232
0 49 66	0.0288461538
17 46 33	0.1666666667
0 6 36	0.1410256410
0 13 66	0.0339622642
0 52 66	0.0484720759
39 56 63	0.1600000000
0 70 36	0.1379310345
17 49 66	0.0427046263
0 59 10	0.1693989071
10 7 66	0.0229885057
0 6 18	0.0388888889
48 17 10	0.1250000000
0 49 36	0.1395348837
48 0 10	0.0800000000
0 2 10	0.1076923077
0 52 10	0.1680000000
48 38 63	0.1428571429
0 3 66	0.0305343511
0 75 36	0.1463414634
10 3 10	0.1774193548
0 60 66	0.0634920635
61 20 10	0.1333333333
61 64 36	0.1290322581
0 57 66	0.0332103321
0 6 66	0.0486425339
48 43 10	0.1250000000
0 57 10	0.1475409836
0 54 10	0.2156862745
0 50 18	0.0273437500
17 10	0.1818181818
3 10	0.1111111111
61 66	0.0740740741
0 1 10	0.1410256410
10 20 10	0.1818181818
2 39	0.1666666667
3 46 63	0.1250000000
0 63 39	0.3750000000
3 13 10	0.0588235294
3 64 36	0.1176470588
3 60 10	0.1000000000
61 66 79	0.2222222222
17 59 66	0.0101522843
3 46 10	0.0555555556
10 64 36	0.1351351351
17 0 10	0.0869565217
0 0 10	0.1224489796
3 47 66	0.0645161290
3 59 10	0.0833333333
61 60 66	0.0888888889
0 78 10	0.1320754717
3 52 10	0.1578947368
38 33	0.1666666667
38 10	0.0714285714
61 6 66	0.0487804878
0 47 10	0.1758241758
0 4 66	0.0088495575
0 49 18	0.0486486486
61 6 10	0.1538461538
61 7 66	0.0403587444
38 63	0.1428571429
0 70 18	0.0375939850
89 56 33	0.1666666667
0 1 66	0.0319410319
0 36	0.0833333333
0 43 39	0.1666666667
0 18	0.0555555556
0 36 79	0.2500000000
46 10	0.1250000000
39 17 10	0.0975609756
0 66 79	0.5384615385
0 60 10	0.0789473684
43 10	0.1250000000
0 4 10	0.2400000000
39 79 63	0.3076923077
17 0 0	0.0444444444
39 20 10	0.1379310345
17 89 39	0.2857142857
0 64 36	0.1465517241
89 46 39	0.1666666667
0 48 10	0.0882352941
89 85 89	0.1666666667
17 0 39	0.2857142857
61 46 39	0.2857142857
0 14 66	0.0609756098
3 32 10	0.2000000000
3 78 10	0.1250000000
17 0 66	0.0618556701
2 0 10	0.0625000000
0 59 66	0.0306406685
61 3 10	0.0909090909
39 43 39	0.4444444444
3 6 10	0.1538461538
3 13 66	0.0333333333
48 38 33	0.1666666667
0 20 10	0.1200000000
10 15 10	0.1153846154
0 50 36	0.1451612903
0 63 10	0.1071428571
0 8 66	0.0517241379
46 63 39	0.2857142857
0 32 10	0.1846153846
0 17 33	0.2857142857
43 63 39	0.2857142857
3 6 66	0.0470588235
39 82 18	0.0283687943
61 56 66	0.0357142857
10 75 36	0.1290322581
61 52 10	0.1481481481
46 61 66	0.0625000000
39 46 39	0.4444444444
43 0 66	0.0588235294
0 50 66	0.0615384615
89 64 36	0.0833333333
0 54 66	0.0303030303
39 56 33	0.4444444444
89 79 63	0.1428571429
38 0 10	0.1250000000
48 61 66	0.0740740741
61 56 63	0.2500000000
39 56 66	0.0353982301
3 46 33	0.1666666667
0 7 10	0.1304347826
10 3 66	0.0236220472
17 46 10	0.0882352941
38 10 79	0.2500000000
89 20 10	0.0909090909
89 79 10	0.0714285714
61 54 66	0.0281690141
3 59 66	0.0384615385
0 56 63	0.1000000000
0 32 66	0.0226244344
0 78 66	0.0175438596
89 85 0	0.0263157895
39 17 33	0.4444444444
61 52 66	0.0408163265
17 89 0	0.0408163265
39 64 36	0.1212121212
10 51 79	0.2857142857
10 7 10	0.1000000000
39 79 10	0.0975609756
0 15 89	0.1250000000
2 0 66	0.0350877193
