0	0.0000000000
1	0.0625000000
2	0.0526315789
3	0.0111111111
4	0.1000000000
5	0.0000000000
6	0.0744680851
7	0.2352941176
8	0.0740740741
9	0.0000000000
10	0.0000000000
11	0.1764705882
12	0.0000000000
13	0.0422535211
15	0.0000000000
16	0.0000000000
17	0.0000000000
18	0.0000000000
19	0.0000000000
20	0.0000000000
21	0.0000000000
22	0.0000000000
23	0.0000000000
24	0.0000000000
25	0.0000000000
26	0.0000000000
27	0.0000000000
28	0.0000000000
29	0.0000000000
30	0.0000000000
31	0.0000000000
32	0.0769230769
33	0.0000000000
34	0.0000000000
35	0.0000000000
36	0.0000000000
37	0.0000000000
38	0.0000000000
39	0.0000000000
40	0.0000000000
41	0.0000000000
42	0.0000000000
43	0.0000000000
44	0.0000000000
45	0.0000000000
46	0.0232558140
47	0.0750000000
48	0.1111111111
49	0.0090090090
50	0.0000000000
51	0.0000000000
52	0.0493827160
53	0.0434782609
54	0.1111111111
55	0.0000000000
56	0.0000000000
57	0.1333333333
58	0.0000000000
59	0.0625000000
60	0.0000000000
61	0.0000000000
62	0.0000000000
63	0.0000000000
64	0.0000000000
65	0.0000000000
66	0.0000000000
67	0.0000000000
68	0.0000000000
69	0.0000000000
70	0.0000000000
71	0.0000000000
72	0.0000000000
73	0.0000000000
74	0.0000000000
75	0.0000000000
76	0.0000000000
77	0.0000000000
78	0.1333333333
79	0.0000000000
80	0.0000000000
81	0.0000000000
82	0.0000000000
83	0.0000000000
84	0.0000000000
85	0.0000000000
86	0.0000000000
87	0.0000000000
88	0.0000000000
89	0.0000000000
90	0.0000000000
91	0.0000000000
92	0.0000000000
1 52 1	0.0235988201
11 52	0.0652173913
13 7	0.0476190476
54 52	0.1621621622
4 52	0.1612903226
49 64 52	0.0769230769
2 47 47	0.0526315789
60 11	0.0588235294
14 53 46	0.0410958904
49 20 52	0.0700636943
4 11	0.1818181818
3 69 21	0.1311475410
70 51 3	0.0370370370
6 3	0.0243902439
11 2 11	0.2857142857
49 6	0.0661478599
8 13 52	0.0838323353
6 3 63	0.0514096186
46 61 7	0.0886075949
32 1 52	0.1168831169
70 5 20	0.1935483871
3 48 3	0.0083333333
4 7	0.1818181818
59 3 46	0.0188284519
66 3 8	0.0914634146
57 52	0.0384615385
2 52	0.0620155039
52 59 52	0.0575000000
52 8	0.0612244898
1 77 1	0.0617283951
67 1	0.0909090909
11 13 13	0.0186170213
11 66 3	0.0732394366
49 49 52	0.0668789809
3 63 7	0.1410256410
4 6	0.0892857143
6 11	0.0400000000
49 64 29	0.0184331797
14 46	0.0175438596
57 54 6	0.0483870968
14 1 6	0.0696969697
57 14	0.1500000000
1 6 54	0.0315789474
49 9 22	0.1111111111
6 47	0.0518867925
47 6	0.0420560748
6 78 49	0.0231213873
6 67 4	0.0588235294
6 19	0.1111111111
49 8	0.0441176471
49 51 20	0.1036682616
11 14	0.1666666667
8 10 22	0.1379310345
7 6 57	0.0943396226
49 7	0.1000000000
69 1	0.1020408163
32 3 47	0.0754716981
10 7 7	0.0886075949
3 20 52	0.0594594595
8 59	0.0476190476
70 4	0.1538461538
60 59 78	0.0555555556
14 6 7	0.1764705882
14 54	0.0500000000
7 47 52	0.0918367347
46 6 53	0.0360360360
8 78	0.0909090909
59 52	0.0833333333
3 48	0.0270270270
6 7	0.0892857143
1 1 78	0.0579710145
11 1	0.0454545455
49 20	0.0828729282
6 0 1	0.0588235294
14 47 6	0.0561403509
70 52 1	0.0857142857
47 66 3	0.0710227273
59 11	0.0882352941
13 78	0.0444444444
8 52	0.0363636364
7 52 47	0.1385542169
49 56 0	0.0456621005
1 64 52	0.1046511628
46 6 49	0.0200573066
11 47 14	0.2105263158
6 3 8	0.0935374150
49 47 52	0.0753768844
11 6	0.0229007634
52 46	0.0200000000
54 3 7	0.2500000000
49 52 52	0.0754541220
67 20	0.1250000000
70 19 57	0.2222222222
54 7 14	0.2500000000
11 50 52	0.1376811594
52 59 7	0.1250000000
7 8	0.1612903226
59 59 1	0.1118012422
66 7 78	0.0120481928
46 52	0.1025641026
47 21	0.1034482759
6 54	0.0322580645
49 78 52	0.0457516340
13 8 52	0.0500000000
68 20	0.1111111111
7 2 52	0.1411764706
4 1 6	0.0967741935
70 22 1	0.0952380952
1 60	0.0909090909
53 51 20	0.1211072664
52 53	0.0091324201
32 11	0.0769230769
3 11 1	0.0900000000
49 52	0.0666666667
14 47 21	0.2444444444
6 59 14	0.2048780488
6 13 52	0.0624584718
7 60	0.1500000000
13 11 49	0.0186915888
66 56 52	0.0726698262
46 53 6	0.0562770563
8 7	0.0952380952
59 52 50	0.0295566502
3 8	0.1025641026
66 3 1	0.0140056022
13 46 60	0.1136363636
11 66 46	0.0493827160
11 52 54	0.1764705882
4 53 52	0.2000000000
59 6	0.0601851852
11 13 46	0.0439024390
54 11	0.2000000000
49 20 54	0.0505617978
52 66 3	0.0511152416
8 52 52	0.0872274143
53 77 1	0.1481481481
4 8	0.3125000000
52 11 52	0.0564102564
14 53	0.0597014925
1 8	0.0588235294
3 63 52	0.0849514563
47 70 29	0.0155038760
66 5 3	0.0365168539
1 6 1	0.0283286119
8 24 52	0.0825688073
6 2 52	0.0707236842
1 52	0.0358974359
52 42 49	0.0350877193
14 49 78	0.1136363636
49 66 22	0.0612244898
60 78	0.0833333333
3 6	0.0613718412
54 69 1	0.2000000000
49 22 52	0.1089108911
49 48	0.0291262136
8 6	0.0206185567
46 53	0.1282051282
49 47 7	0.1185185185
52 13 6	0.0599315068
32 52	0.0422535211
6 60	0.0784313725
2 59 52	0.0755813953
70 7 11	0.1818181818
7 46	0.0196078431
6 49	0.0174418605
3 52	0.0759493671
53 20 6	0.0460299194
49 59 14	0.2301587302
6 13 14	0.1863354037
13 52	0.0708955224
4 49 7	0.1351351351
47 53	0.0540540541
59 53 20	0.1192307692
6 13 1	0.0920000000
59 1 78	0.1282051282
6 6	0.0608856089
60 57 8	0.0810810811
14 8	0.0416666667
2 6 48	0.1235955056
49 6 60	0.0709219858
1 6	0.0744186047
14 66 22	0.1071428571
53 20 53	0.0442105263
3 63	0.0616740088
13 32 11	0.0294117647
49 6 7	0.1379310345
54 6 49	0.0193548387
54 47	0.0909090909
13 47	0.0606060606
57 46 6	0.0467289720
49 15 52	0.0535211268
49 1	0.0853658537
2 49 20	0.1310043668
47 52	0.0512820513
1 57	0.0882352941
54 3	0.0434782609
13 47 21	0.1192660550
59 8	0.1052631579
46 1	0.1142857143
14 14	0.1176470588
52 54	0.0238095238
52 59 3	0.0222222222
6 48 49	0.0170670038
13 66 7	0.0555555556
13 52 60	0.1091954023
11 49 52	0.0990825688
46 66 22	0.1764705882
52 60	0.0714285714
